# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.017453292519943,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
# Label	X/East	Y/North	Z/Altitude	Yaw	Pitch	Roll	Error (m)	X error	Y error	Z error	Error (deg)	Yaw error	Pitch error	Roll error	X est	Y est	Z est	Yaw est	Pitch est	Roll est
dji_0027.jpg	-73.625921	3.864079	59.700000				0.577923	-0.006121	0.354417	0.456449					-73.625921	3.864082	60.156449	338.059167	53.011831	-0.231878
dji_0028.jpg	-73.625888	3.864088	59.900000				0.625566	-0.157453	0.363413	0.484223					-73.625890	3.864091	60.384223	317.507829	52.800166	-0.927574
dji_0029.jpg	-73.625874	3.864091	59.900000				0.798606	-0.310702	0.298352	0.672474					-73.625876	3.864094	60.572474	306.461926	52.507764	-0.928807
dji_0030.jpg	-73.625854	3.864118	60.000000				0.644006	-0.466613	0.110712	0.429836					-73.625858	3.864119	60.429836	295.273882	52.034279	-0.744227
dji_0031.jpg	-73.625870	3.864150	59.700000				0.831538	-0.592217	0.444510	0.378346					-73.625875	3.864154	60.078346	274.895209	51.595567	-0.634401
dji_0032.jpg	-73.625889	3.864173	59.900000				0.317160	-0.148795	0.030572	0.278416					-73.625891	3.864173	60.178416	247.622345	51.161769	-0.375996
dji_0033.jpg	-73.625912	3.864200	59.900000				0.596892	-0.146840	-0.382604	0.433973					-73.625914	3.864197	60.333973	210.221811	50.897406	-0.040517
dji_0034.jpg	-73.625929	3.864209	60.000000				0.627663	-0.056181	-0.393206	0.485997					-73.625930	3.864206	60.485997	197.451138	51.123770	0.698788
dji_0035.jpg	-73.625973	3.864236	59.900000				0.647480	0.135514	-0.507979	0.377920					-73.625972	3.864232	60.277920	163.975845	51.424442	0.717727
dji_0036.jpg	-73.625996	3.864216	59.800000				0.636273	0.071962	-0.628154	0.071331					-73.625995	3.864211	59.871331	129.364807	51.626637	0.607805
dji_0037.jpg	-73.626037	3.864177	59.900000				0.955706	0.937386	-0.011155	0.185898					-73.626029	3.864177	60.085898	100.579601	51.822888	0.468439
dji_0038.jpg	-73.626029	3.864144	59.900000				0.833279	0.804910	-0.154179	0.150676					-73.626022	3.864143	60.050676	77.159536	52.043728	0.160722
dji_0039.jpg	-73.626013	3.864133	59.800000				0.437480	0.435821	0.005357	-0.037690					-73.626009	3.864133	59.762310	69.401847	52.258636	0.119016
dji_0040.jpg	-73.626000	3.864106	59.700000				0.424487	0.349180	0.216601	0.106523					-73.625997	3.864108	59.806523	51.108653	52.404368	-0.101003
dji_0041.jpg	-73.625978	3.864088	59.800000				0.441843	0.155398	0.408585	-0.064301					-73.625976	3.864092	59.735699	28.480530	52.452456	-0.551708
dji_0042.jpg	-73.625949	3.864087	59.800000				0.413779	-0.003638	0.413450	-0.016075					-73.625949	3.864091	59.783925	352.972570	52.250480	-1.338458
dji_0043.jpg	-73.625917	3.864093	59.900000				0.385983	-0.158511	0.347321	-0.056795					-73.625919	3.864096	59.843205	323.022030	51.928844	-1.674611
